date,category,event,direction,importance,note,source
20240208,실적발표,SK스퀘어 2023년 및 4Q23 실적 발표 (영업적자),-,M,SK하이닉스 적자 지속 영향,SK증권 리포트 20240226
20240223,실적발표,Q4 ’23 Portfolio Update,?,M,,SK스퀘어 홈페이지 IR자료실 20240223
20240223,증권사리포트,"대신증권 목표주가 84,000원으로 상향 (매수 유지)",+,M,"기존 70,000원",대신증권 리포트 20240517
20240223,증권사리포트,대신증권 목표주가 84000원 (매수) 상향,+,M,기존 70000원,대신증권 리포트 20241122
20240223,증권사리포트,"대신증권 목표주가 84,000원으로 제시 (매수 유지)",?,L,최초 제시,대신증권 리포트 20260128
20240223,실적발표,"SK스퀘어, 2023년 연간 실적 발표",?,M,,SK스퀘어 홈페이지 뉴스룸 20240223
20240223,증권사리포트,대신증권 목표주가 84000원으로 상향 (매수 유지),+,M,기존 70000원,대신증권 리포트 20241204
20240226,밸류업,정부 기업 밸류업 프로그램 실시 발표,+,H,적극적 자사주 매입/소각 재평가,SK증권 리포트 20240226
20240226,자사주/주주환원,"2,000억원 규모 자사주 취득 조기 완료",+,H,전체 주식수 대비 2.9%,SK증권 리포트 20240226
20240226,증권사리포트,"SK증권 목표주가 85,000원으로 상향 (매수 유지)",+,M,"기존 74,000원",SK증권 리포트 20240226
20240227,증권사리포트,"BNK투자증권 투자의견 '매수', 목표주가 49,000원 유지",+,L,,BNK투자증권 리포트 20240625
20240229,신규투자,디지털터빈으로부터 원스토어에 1천만달러 유치,+,L,원스토어 기업가치 상승 요인,대신증권 리포트 20240517
20240301,자회사,11번가 24.3월부터 16개월 연속 월간 OP 흑자 기록,+,M,2Q25 적자폭 축소 및 25년 EBITDA 흑자 목표,대신증권 리포트 20250818
20240328,자사주,"1,000억 원 규모 자사주 매입 결정 공시",+,H,매입 후 소각 예정 발표,SK증권 리포트 20240329
20240328,주주환원,"SK스퀘어, 올해 주주환원 늘리고 포트폴리오 밸류업 총력",+,H,,SK스퀘어 홈페이지 뉴스룸 20240328
20240329,증권사리포트,"SK증권 목표주가 92,000원으로 상향 (매수 유지)",+,M,"기존 85,000원",SK증권 리포트 20240329
20240331,자회사,11번가 오픈마켓 월별 흑자 달성,+,M,마케팅 효율화로 수익성 개선,대신증권 리포트 20240517
20240331,자사주/주주환원,"취득한 자사주(2,000억원 규모) 전액 소각 예정",+,H,신탁계약 완료 후,SK증권 리포트 20240226
20240331,자사주,"2,000억원 규모 자사주 매입 완료",+,H,,SK증권 리포트 20251031
20240331,자사주,2천억원 규모 자사주 매입 완료 및 전량 소각 예정,+,M,현재 매입 진행 중,대신증권 리포트 20231116
20240401,자사주,"1,000억원 규모 자사주 매입 시작",+,M,2024.04.01~09.30,SK증권 리포트 20260326
20240401,자회사,크래프톤 매각대금 2.625억원 확보,+,L,추가 주주환원 재원,SK증권 리포트 20240814
20240402,자사주,보유 자사주 소각 예정,+,H,자사주 소각으로 주주가치 제고,SK증권 리포트 20240329
20240402,자사주,"1,000억 원 규모 자사주 매입 시작",+,M,20240402~20241001 기간,SK증권 리포트 20240329
20240403,증권사리포트,"BNK투자증권 목표주가 87,000원으로 상향 (매수 유지)",+,H,"기존 49,000원",BNK투자증권 리포트 20240625
20240405,증권사리포트,"BNK투자증권 목표주가 97,000원으로 상향 (매수 유지)",+,M,"기존 87,000원",BNK투자증권 리포트 20241127
20240405,자사주/주주환원,1000억원 규모 자사주 매입 후 소각 결정 발표,+,H,주주환원 정책 확대,BNK투자증권 리포트 20241127
20240502,증권사리포트,"BNK투자증권 목표주가 97,000원으로 상향 (매수 유지)",+,M,"기존 87,000원",BNK투자증권 리포트 20240625
20240508,증권사리포트,"BNK투자증권 목표주가 97,000원 유지 (매수 유지)",+,L,,BNK투자증권 리포트 20240625
20240515,증권사리포트,"BNK투자증권 목표주가 97,000원 유지 (매수 유지)",+,L,,BNK투자증권 리포트 20240625
20240516,실적발표,Q1 ’24 Portfolio Update,?,M,,SK스퀘어 홈페이지 IR자료실 20240516
20240516,SK하이닉스,1Q24 SK하이닉스 흑자전환 (지분법이익 흑자전환),+,H,,대신증권 리포트 20240517
20240516,실적발표,"SK스퀘어, 2024년 1분기 실적 발표",?,M,,SK스퀘어 홈페이지 뉴스룸 20240516
20240516,실적발표,"1Q24 영업수익 5천억원(-15% YoY), OP 3.2천억원(흑전 YoY) 발표",+,M,하이닉스 지분법이익 흑전,대신증권 리포트 20240517
20240517,증권사리포트,"대신증권 목표주가 96,000원으로 상향 (매수 유지)",+,M,"기존 84,000원",대신증권 리포트 20240517
20240517,증권사리포트,대신증권 목표주가 96000원 (매수) 상향,+,M,기존 84000원,대신증권 리포트 20241122
20240517,증권사리포트,"대신증권 목표주가 96,000원으로 설정 (매수 유지)",+,M,,대신증권 리포트 20260428
20240517,증권사리포트,대신증권 목표주가 96000원으로 상향 (매수 유지),+,M,기존 84000원,대신증권 리포트 20241204
20240529,기타,"SK스퀘어, ‘23년 사회적가치 3,874억원 창출 성과",?,L,,SK스퀘어 홈페이지 뉴스룸 20240529
20240625,증권사리포트,"BNK투자증권 목표주가 125,000원으로 상향 (매수 유지)",+,M,"기존 97,000원",BNK투자증권 리포트 20241127
20240703,기타,2024년 제1차 임시주주총회 소집 결의,?,L,,SK스퀘어 홈페이지 IR자료실 20240703
20240703,기타,주주명부폐쇄기간 또는 기준일 설정,?,L,,SK스퀘어 홈페이지 IR자료실 20240703
20240813,실적발표,"SK스퀘어, 2024년 2분기 실적 발표",?,M,,SK스퀘어 홈페이지 뉴스룸 20240813
20240813,실적발표,Q2 ’24 Portfolio Update,?,M,,SK스퀘어 홈페이지 IR자료실 20240813
20240813,SK하이닉스,SK하이닉스 주가 7월 11일 고점 이후 24.5% 하락,-,H,SK스퀘어 주가도 동일기간 27% 하락,SK증권 리포트 20240814
20240814,증권사리포트,"SK증권 목표주가 94,000원으로 상향 (매수 유지)",+,M,"기존 92,000원",SK증권 리포트 20240814
20240814,실적발표,"SK스퀘어 2Q24 영업이익 7,748억원 기록 및 대폭 개선",+,H,지분법손익 112.9% 증가,SK증권 리포트 20240814
20240814,증권사리포트,"대신증권 SK스퀘어 목표주가 96,000원 제시 (매수)",+,M,,대신증권 리포트 20260526
20240814,증권사리포트,"SK증권 목표주가 94,000원으로 책정 (매수 시작)",+,M,신규 보고서,SK증권 리포트 20260519
20240901,자사주,"지난 4월 이후 매입 자사주 1,000억원 소각 9월 이후 예정",+,M,주주환원 확대 기대,SK증권 리포트 20240814
20240930,실적발표,"3Q24 영업이익 1조 1,620억원 기록 (전분기 대비 증가)",+,L,,SK증권 리포트 20251031
20240930,자사주,"1,000억원 규모 자사주 매입 완료",+,M,,SK증권 리포트 20251031
20241017,자회사,SK하이닉스 지분 일부 매각으로 1.19조원 현금 확보,+,H,NAV 할인율 축소 및 주주환원 정책 확대 기대,SK증권 리포트 20250226
20241030,밸류업,기업가치제고계획예고(안내공시),+,H,,SK스퀘어 홈페이지 IR자료실 20241030
20241031,자회사,Wavve 순이용자 367만명,?,L,24.10월 기준,대신증권 리포트 20241122
20241031,자회사,11번가 순이용자 938만명,?,L,24.10월 기준,대신증권 리포트 20241122
20241031,자회사,"T맵 순이용자 1,433만명",?,L,24.10월 기준,대신증권 리포트 20241122
20241108,자회사,"SK텔레콤 1,468억원 규모 특별배당 실시 (SK스퀘어 현금 유입)",+,M,SK스퀘어 현금 유입 및 재무 건전성 제고,SK증권 리포트 20250226
20241114,실적발표,"SK스퀘어, 2024년 3분기 실적 발표",?,M,,SK스퀘어 홈페이지 뉴스룸 20241114
20241114,실적발표,Q3 ’24 Portfolio Update,?,M,,SK스퀘어 홈페이지 IR자료실 20241114
20241115,증권사리포트,SK증권 목표주가 94000원 유지 (매수 유지),+,M,상승여력 20.1%,SK증권 리포트 20241115
20241115,실적발표,"3Q24 실적 발표 (영업이익/순이익 흑자전환, SK하이닉스 기여)",+,H,매출액은 감소했으나 SK하이닉스 기여로 순이익 1조원 돌파,SK증권 리포트 20241115
20241116,증권사리포트,"대신증권 SK스퀘어 목표주가 96,000원 유지 (매수)",?,L,,대신증권 리포트 20260526
20241121,증권사리포트,"대신증권 SK스퀘어 목표주가 96,000원 유지 (매수)",?,L,,대신증권 리포트 20260526
20241121,밸류업,SK스퀘어 기업가치제고계획 발표 (NAV 할인율 50% 이하 목표),+,H,당시 NAV 할인율 65.2%,대신증권 리포트 20260526
20241121,밸류업,SK스퀘어 기업가치 제고 계획 (2024),+,H,,SK스퀘어 홈페이지 IR자료실 20241121
20241121,주주환원,"투자전문회사 SK스퀘어, 기업가치제고∙주주환원 계획 발표",+,H,,SK스퀘어 홈페이지 뉴스룸 20241121
20241121,증권사리포트,"대신증권 SK스퀘어 커버리지 개시, 목표주가 96,000원 (매수)",+,M,최초 목표주가 제시,대신증권 리포트 20260618
20241121,밸류업,기업가치제고계획 발표 (27년까지 NAV 할인율 50% 이하 목표),+,H,당시 NAV 할인율 65.2%,대신증권 리포트 20260618
20241122,자사주/주주환원,2024년 자사주 1천억 매입 및 25.1.6 소각 계획 발표,+,H,기업가치 제고 계획 일환,대신증권 리포트 20241122
20241122,증권사리포트,대신증권 목표주가 96000원 (매수) 유지,+,M,업사이드 19.4%,대신증권 리포트 20241122
20241122,자사주/주주환원,24.11월~25.2월 자사주 1천억 추가 매입 계획 발표,+,H,기업가치 제고 계획 일환,대신증권 리포트 20241122
20241122,증권사리포트,"SK증권 목표주가 105,000원으로 상향 (매수 유지)",+,M,이전 9.4만원,SK증권 리포트 20260519
20241122,자사주,"자사주 1,201,904주 (902억원) 소각 결정 (발행주식수의 0.9%)",+,H,2025년 1월 6일 소각 예정,SK증권 리포트 20241122
20241122,자사주,"1,000억원 규모 자사주 신규 취득 결정 (1,253,132주, 0.9%)",+,H,24/11/25~25/02/24 취득 예정,SK증권 리포트 20241122
20241122,증권사리포트,목표주가 산정 NAV 대비 할인율 60%에서 55%로 하향 조정,+,M,목표주가 상향 원인,SK증권 리포트 20241122
20241122,주주환원,"기업가치제고계획 발표 (25~27년 COE 초과 ROE, NAV 할인율 50% 이하 등)",+,H,핵심 경영진 KPI 도입,SK증권 리포트 20241122
20241125,증권사리포트,"대신증권 SK스퀘어 목표주가 96,000원 유지 (매수)",?,L,,대신증권 리포트 20260526
20241125,자사주,"1,000억원 규모 자사주 매입 시작",+,M,2024.11.25~2025.02.24,SK증권 리포트 20260326
20241125,신규투자,"SK스토아 1,008억원 규모 유상증자 계약 체결 (SK스퀘어 투자)",?,L,성장 동력 확보 및 재무구조 개선 목적,SK증권 리포트 20250226
20241127,자회사,콘텐츠웨이브 전환사채 발행 가치 반영 (NAV 산정 기준),?,L,NAV 산정 기준,SK증권 리포트 20250410
20241127,증권사리포트,"BNK투자증권 목표주가 125,000원으로 유지 (매수)",?,M,,BNK투자증권 리포트 20241127
20241127,자회사,자회사 콘텐츠웨이브 전환사채 발행 (가치 반영),+,L,NAV 산정 반영 (미래시점),SK증권 리포트 20250725
20241130,주주환원,11월 중 기업가치제고 계획 공시 예정,+,H,구체적인 주주환원 내용 발표 기대,SK증권 리포트 20241115
20241203,증권사리포트,"대신증권 SK스퀘어 목표주가 96,000원 유지 (매수)",?,L,,대신증권 리포트 20260526
20241204,증권사리포트,대신증권 목표주가 96000원 유지 (매수 유지),?,M,,대신증권 리포트 20241204
20241205,기타,"SK스퀘어, ‘올해 ESG 우수기업’ 수상",?,L,,SK스퀘어 홈페이지 뉴스룸 20241205
20241231,자회사,"주요 비상장 자회사(11번가, FSK L&S, SK플래닛, 기타) 4Q24 장부가액 기준 NAV 산정",?,L,NAV 산정 기준,SK증권 리포트 20250410
20241231,자사주/주주환원,24년말 기준 자사주 1.2% 보유 확인 (배당가능이익 범위 내),+,M,향후 소각 가능성,SK증권 리포트 20250410
20241231,자회사,"11번가, FSK L&S, SK 플래닛 등 자회사 장부가액 반영",?,L,4Q24 말 기준 NAV 산정 반영,SK증권 리포트 20250725
20241231,실적발표,"2024년 매출 19.07조원, 영업이익 3.91조원, 순이익 3.71조원 기록",?,M,,대신증권 리포트 20251015
20241231,실적발표,"4Q24 말 기준 SK스퀘어 순차입금 -5,408억원 (순현금 전환)",+,M,4Q24 별도 재무상태,SK증권 리포트 20250410
20241231,실적발표,"4Q24 영업이익 1조 6,520억원 기록 (전분기 대비 증가)",+,L,,SK증권 리포트 20251031
20241231,자사주/주주환원,"2024년 1,000억원 규모 자사주 매입 및 소각 진행",+,M,"1,000억원 규모",SK증권 리포트 20250410
20250106,자사주/주주환원,24년 취득 자사주 1천억원 25.1.6 소각 예정,+,H,,대신증권 리포트 20241204
20250124,주주환원,주주환원 정책 발표 (NAV 대비 주주환원율 50% 이상 목표),+,H,"3년간 (2025~2027) 자사주 매입/소각, 배당 확대",SK증권 리포트 20250226
20250124,증권사리포트,"SK증권 목표주가 125,000원으로 상향 (매수 유지)",+,M,이전 10.5만원,SK증권 리포트 20260519
20250131,SK하이닉스,SK하이닉스 2024년 FCF 기반 특별배당 수취 기대,+,H,SK 스퀘어 주가 상승 견인 이벤트,SK증권 리포트 20241115
20250131,증권사리포트,"대신증권 SK스퀘어 목표주가 110,000원 상향 (매수)",+,M,"기존 96,000원 대비 상향",대신증권 리포트 20260526
20250131,증권사리포트,"대신증권 목표주가 110,000원으로 상향 (매수 유지)",+,L,"기존 96,000원",대신증권 리포트 20260618
20250224,자사주,"1,000억원 규모 자사주 매입 완료",+,M,,SK증권 리포트 20251031
20250225,실적발표,"SK스퀘어, 2024년 연간 실적 발표",?,M,,SK스퀘어 홈페이지 뉴스룸 20250225
20250225,실적발표,Q4 ’24 Portfolio Update,?,M,,SK스퀘어 홈페이지 IR자료실 20250225
20250226,증권사리포트,"SK증권 목표주가 125,000원 유지 (매수)",?,L,"현재가 94,800원, 상승여력 31.9%",SK증권 리포트 20250226
20250327,증권사리포트,"대신증권 SK스퀘어 목표주가 110,000원 유지 (매수)",?,L,,대신증권 리포트 20260526
20250327,밸류업,"SK스퀘어, 포트폴리오 밸류업으로 기업가치 높인다",+,H,,SK스퀘어 홈페이지 뉴스룸 20250327
20250331,실적발표,"1Q25 영업이익 1조 6,520억원 기록 (전분기 수준 유지)",?,L,,SK증권 리포트 20251031
20250331,실적발표,"SK스퀘어 1Q25 별도기준 순차입금 -4,361억원 (순현금)",+,L,NAV 산정 반영,SK증권 리포트 20250725
20250401,자사주,25.4월부터 1천억원 규모 자사주 취득 후 소각 예정,+,H,25.9월까지 진행 예정,대신증권 리포트 20250818
20250401,자사주/주주환원,"1,000억원 규모(1%) 자사주 매입 및 소각 예정 발표 (25.04.01~25.09.30)",+,H,"1,000억원 규모",SK증권 리포트 20250410
20250401,SK하이닉스,SK하이닉스 PBR이 SK스퀘어 할인율 역수 상회 시작,-,M,밸류에이션 괴리 발생,대신증권 리포트 20251015
20250410,SK하이닉스,SK 하이닉스 2025년 분기 순이익 계단식 상승 전망으로 SK 스퀘어 주가 반등 기대,+,H,25년 순이익 상승 전망,SK증권 리포트 20250410
20250410,증권사리포트,"SK증권 목표주가 110,000원으로 상향 (매수 유지)",+,M,,SK증권 리포트 20251031
20250410,증권사리포트,"SK증권 목표주가 110,000원으로 하향 (매수 유지)",-,M,이전 12.5만원,SK증권 리포트 20260519
20250410,자회사/주주환원,"SK 쉴더스 매각 대금 4,500억원 입금 예정으로 추가 주주환원 기대",+,M,하반기 입금 예정,SK증권 리포트 20250410
20250429,기타,"SK스퀘어, 美∙日 AI∙반도체 기업 5곳 투자",?,L,,SK스퀘어 홈페이지 뉴스룸 20250429
20250515,실적발표,"SK스퀘어, 2025년 1분기 실적 발표",?,M,,SK스퀘어 홈페이지 뉴스룸 20250515
20250515,실적발표,Q1 ’25 Portfolio Update,?,M,,SK스퀘어 홈페이지 IR자료실 20250515
20250516,증권사리포트,"대신증권 SK스퀘어 목표주가 110,000원 유지 (매수)",?,L,,대신증권 리포트 20260526
20250516,증권사리포트,"대신증권 목표주가 390,000원으로 상향 (매수 유지)",+,L,"기존 110,000원",대신증권 리포트 20260618
20250630,자회사,티맵모빌리티 2Q25 영업적자 폭 전년 동기 대비 98억원 축소 (EBITDA 흑자 전환),+,M,"영업이익 -38억원, EBITDA 8억원",대신증권 리포트 20251015
20250630,자회사,T맵모빌리티 2Q25 첫 EBITDA 흑자 달성 및 적자폭 축소,+,M,"MAU 1,504만명, AI 연계 서비스 도입",대신증권 리포트 20250818
20250630,밸류업,25.6월말 NAV 할인율 47% 기록,+,M,주주환원 및 포트폴리오 가치 상승 영향,대신증권 리포트 20250818
20250630,주주환원,SK하이닉스로부터 연간 2.6천억원 배당금 유입 (2Q25 기준 순현금 반영),+,M,순차입금 -1.4억원,대신증권 리포트 20251015
20250630,자사주,2025년 자사주 취득/소각 (NAV 발행주식수에 반영),+,M,"발행주식수 131,353천주",대신증권 리포트 20251015
20250630,실적발표,"2Q25 영업이익 1조 4,010억원 기록 (전분기 대비 감소)",-,L,,SK증권 리포트 20251031
20250630,자회사,11번가 2Q25 영업적자 폭 전년 동기 대비 81억원 축소,+,M,영업이익 -102억원,대신증권 리포트 20251015
20250701,자회사,"SK쉴더스 매각대금 4,500억원 확보 25년 7월까지 예정",+,M,추가 주주환원 재원,SK증권 리포트 20240814
20250725,SK하이닉스,SK하이닉스 2Q25 실적 발표 (시장 예상치 부합),?,M,"매출 22.2조, 영업익 9.2조",SK증권 리포트 20250725
20250725,증권사리포트,"SK증권 목표주가 310,000원으로 상향 (매수 유지)",+,M,,SK증권 리포트 20251031
20250725,증권사리포트,"SK증권 목표주가 180,000원으로 상향 (매수 유지)",+,M,이전 11만원,SK증권 리포트 20260519
20250725,자사주,"SK스퀘어 1,000억원 자사주 매입 프로그램 진행 중 (9월말까지)",+,M,현재 191억원 매입 완료,SK증권 리포트 20250725
20250725,증권사리포트,SK스퀘어 목표 NAV 할인율 45%로 변경 (기존 50%),+,M,정책적 기대감 반영,SK증권 리포트 20250725
20250725,SK하이닉스,SK하이닉스 2Q25 주당 배당금 375원 결정,+,M,"연간 배당금 1,500원 예상",SK증권 리포트 20250725
20250731,증권사리포트,"대신증권 목표주가 310,000원으로 하향 (매수 유지)",-,L,"기존 390,000원",대신증권 리포트 20260618
20250731,증권사리포트,"대신증권 SK스퀘어 목표주가 180,000원 상향 (매수)",+,M,"기존 110,000원 대비 상향",대신증권 리포트 20260526
20250731,자회사,"SK 쉴더스 매각 대금 4,500억원 입금 예정",+,M,주주환원 재원 활용 가능성,SK증권 리포트 20241115
20250814,실적발표,"SK스퀘어, 2025년 2분기 실적 발표",?,M,,SK스퀘어 홈페이지 뉴스룸 20250814
20250814,실적발표,Q2 ’25 Portfolio Update,?,M,,SK스퀘어 홈페이지 IR자료실 20250814
20250815,증권사리포트,"대신증권 목표주가 180,000원으로 하향 (매수 유지)",-,L,"기존 310,000원",대신증권 리포트 20260618
20250815,증권사리포트,"대신증권 목표주가 180,000원으로 상향 (매수 유지)",+,M,"기존 110,000원",대신증권 리포트 20260428
20250815,증권사리포트,"대신증권 SK스퀘어 목표주가 310,000원 상향 (매수)",+,H,"기존 180,000원 대비 상향",대신증권 리포트 20260526
20250817,밸류업,NAV 할인율 59% 기록 (1Q25 62% 대비 축소),+,M,전일 기준 할인율 50% 수렴 기대,대신증권 리포트 20250818
20250818,증권사리포트,"대신증권 목표주가 180,000원으로 상향 (매수 유지)",+,H,"기존 110,000원 대비",대신증권 리포트 20250818
20250930,주주환원,25.9월까지 누적 주주환원 5.1천억원 달성 전망,+,M,추가 1.6~2.6천억원 주주환원 전망,대신증권 리포트 20250818
20250930,자사주,"1,000억원 규모 자사주 매입 완료",+,M,,SK증권 리포트 20251031
20251001,매크로,주식형 펀드 단일 종목 편입 한도 10% 제한이 SK하이닉스에 적용 시작,-,M,SK하이닉스 투자 제한,대신증권 리포트 20260428
20251001,매크로,"주식형 펀드 단일 종목 편입 한도 10% 제한, SK하이닉스에 적용",+,H,스퀘어의 대안 투자 매력,대신증권 리포트 20260618
20251001,매크로,주식형 펀드 단일 종목 편입 한도 10% 제한 기준 하이닉스에 적용,+,M,SK스퀘어 대체투자 매력 증가,대신증권 리포트 20260526
20251004,SK하이닉스,SK하이닉스 밸류에이션 프리미엄 적용 및 목표주가 상향,+,H,23-25년 12M FWD PBR 상단 대비 10% 프리미엄,대신증권 리포트 20251015
20251014,증권사리포트,"대신증권 SK스퀘어 목표주가 390,000원 상향 (매수)",+,M,"기존 310,000원 대비 상향",대신증권 리포트 20260526
20251014,증권사리포트,"대신증권 목표주가 310,000원으로 상향 (매수 유지)",+,M,"기존 180,000원",대신증권 리포트 20260428
20251015,증권사리포트,대신증권 SK스퀘어 NAV 할인율 47% 대비 추가 할인 적용 의견 제시,-,M,밸류에이션 괴리확인,대신증권 리포트 20251015
20251015,증권사리포트,"대신증권 목표주가 310,000원 유지 (매수 유지)",+,M,"현재주가 234,500원",대신증권 리포트 20251015
20251015,증권사리포트,대신증권 2025-2026년 실적 추정치 상향 조정,+,M,EPS 2026F 18.7% 상향,대신증권 리포트 20251015
20251029,기타,"SK플래닛-11번가, OK캐쉬백·이커머스 시너지로 도약",?,L,,SK스퀘어 홈페이지 뉴스룸 20251029
20251031,기타,"‘플로(FLO)’ 운영사 드림어스컴퍼니, 글로벌 팬덤 기업 비마이프렌즈로 최대주주 변경",?,L,,SK스퀘어 홈페이지 뉴스룸 20251031
20251031,증권사리포트,"SK증권 목표주가 330,000원으로 상향 (매수 유지)",+,M,이전 18만원,SK증권 리포트 20260519
20251101,밸류업,기업가치 제고 계획 발표 (NAV 대비 할인율 목표 제시),+,H,"27년 50% 이하, 28년 30% 이하",대신증권 리포트 20260428
20251113,증권사리포트,"대신증권 목표주가 390,000원으로 상향 (매수 유지)",+,M,"기존 310,000원",대신증권 리포트 20260428
20251113,실적발표,Q3 ’25 Portfolio Update,?,M,,SK스퀘어 홈페이지 IR자료실 20251113
20251113,실적발표,"SK스퀘어, 2025년 3분기 실적 발표",?,M,,SK스퀘어 홈페이지 뉴스룸 20251113
20251113,증권사리포트,"대신증권 SK스퀘어 목표주가 390,000원 유지 (매수)",?,L,,대신증권 리포트 20260526
20251114,자사주,"1,000억원 규모 자사주 매입 시작",+,M,2025.11.14~2026.02.13,SK증권 리포트 20260326
20251124,자사주/주주환원,1천억원 규모 자사주 소각 완료,+,H,25년 취득분,대신증권 리포트 20260128
20251124,밸류업,"SK스퀘어, 1년 만에 새 기업가치 제고계획 발표",+,H,,SK스퀘어 홈페이지 뉴스룸 20251124
20251124,밸류업,SK스퀘어 기업가치 제고 계획 (2025),+,H,,SK스퀘어 홈페이지 IR자료실 20251124
20251125,밸류업,SK스퀘어 기업가치제고계획 업데이트 (NAV 할인율 30% 이하 목표),+,H,하이닉스 대안투자 수요 활용,대신증권 리포트 20260526
20251125,밸류업,기업가치제고계획 업데이트 (28년까지 NAV 할인율 30% 이하 목표),+,H,당시 NAV 할인율 52.7%,대신증권 리포트 20260618
20251128,증권사리포트,"대신증권 SK스퀘어 목표주가 1,000,000원 상향 (매수)",+,H,"기존 390,000원 대비 상향",대신증권 리포트 20260526
20251201,증권사리포트,"대신증권 SK스퀘어 목표주가 390,000원 하향 (매수)",-,H,"기존 1,000,000원 대비 하향",대신증권 리포트 20260526
20260102,SK하이닉스,"금투협, 하이닉스 시총 비중 12.3% 공지 (12월 평균 시총 반영)",+,M,SK하이닉스 대안 투자 매력 상승,대신증권 리포트 20260128
20260120,기타,"SK스퀘어, CDP 평가 최고등급 ‘A’ 획득... ESG 경영 선도",?,L,,SK스퀘어 홈페이지 뉴스룸 20260120
20260127,증권사리포트,"대신증권 SK스퀘어 목표주가 560,000원 상향 (매수)",+,M,"기존 390,000원 대비 상향",대신증권 리포트 20260526
20260127,증권사리포트,"대신증권 목표주가 560,000원으로 상향 (매수 유지)",+,L,"기존 180,000원",대신증권 리포트 20260618
20260128,증권사리포트,"대신증권 목표주가 560,000원으로 상향 (매수 유지)",+,H,"기존 390,000원",대신증권 리포트 20260128
20260129,증권사리포트,"SK증권 목표주가 580,000원으로 상향 (매수 유지)",+,M,이전 33만원,SK증권 리포트 20260519
20260131,자회사,"T맵 순이용자 1,549만명 기록",?,L,2026년 1월 기준,대신증권 리포트 20260428
20260131,자회사,"11번가 순이용자 1,046만명 기록",?,L,2026년 1월 기준,대신증권 리포트 20260428
20260209,자사주,SK하이닉스 보유 자사주 2.1% 소각 (SK스퀘어 지분율 상승),+,H,SK스퀘어 지분율 20.1%→20.5%,SK증권 리포트 20260519
20260209,SK하이닉스,SK하이닉스 자사주 2.1% 소각 결정,+,M,SK스퀘어 지분율 20.1%→20.5%,SK증권 리포트 20260326
20260210,실적발표,매출액 또는 손익구조 30%(대규모법인 15%)이상 변경,+,H,,SK스퀘어 홈페이지 IR자료실 20260210
20260223,밸류업,"SK스퀘어 투자 글로벌 AI·반도체 기업, 2년 만에 기업가치 최대 7배 올랐다",+,H,,SK스퀘어 홈페이지 뉴스룸 20260223
20260224,실적발표,Q4 ’25 Portfolio Update,?,M,,SK스퀘어 홈페이지 IR자료실 20260224
20260224,실적발표,"SK스퀘어, 2025년 연간 실적 발표",?,M,,SK스퀘어 홈페이지 뉴스룸 20260224
20260225,증권사리포트,"대신증권 SK스퀘어 목표주가 760,000원 상향 (매수)",+,M,"기존 560,000원 대비 상향",대신증권 리포트 20260526
20260225,증권사리포트,"대신증권 목표주가 760,000원으로 상향 (매수 유지)",+,L,"기존 560,000원",대신증권 리포트 20260618
20260325,주주환원,"2026~2028년 3,100억원 규모 주주환원 정책 발표",+,H,자사주 매입 및 현금배당 포함,SK증권 리포트 20260326
20260325,주주환원,5.89조원 자본준비금 이익잉여금 전입 건 주주총회 통과,+,H,주주환원 재원 확대,SK증권 리포트 20260326
20260325,SK하이닉스,SK하이닉스 미국 증시 상장(ADR) 등록신청서 제출 공시,+,H,SK스퀘어 지분가치 상승 기대,SK증권 리포트 20260326
20260325,주주환원,주주환원 정책 및 실행,+,H,,SK스퀘어 홈페이지 IR자료실 20260325
20260325,주주환원,"SK스퀘어, 주주환원과 포트폴리오 밸류업으로 기업가치 높인다",+,H,,SK스퀘어 홈페이지 뉴스룸 20260325
20260326,자사주,400억원 규모 자사주 매입 시작 (2026.03.26~06.25),+,M,26~28년 주주환원 정책의 일환,SK증권 리포트 20260326
20260326,증권사리포트,SK증권 목표주가 74만원으로 상향 (매수 유지),+,M,기존 58만원,SK증권 리포트 20260326
20260326,증권사리포트,"SK증권 목표주가 740,000원으로 상향 (매수 유지)",+,M,이전 58만원,SK증권 리포트 20260519
20260331,자회사,Wavve 순이용자 290만명 기록,?,L,2026년 3월 기준,대신증권 리포트 20260428
20260401,SK하이닉스,"금투협, 3월 평균 시총 반영 하이닉스 시총 비중 14.7% 공지",?,M,"실제 비중 17.5%, 대체투자 부각",대신증권 리포트 20260428
20260427,SK하이닉스,"SK스퀘어 +8.8%, SK하이닉스 +5.7% 전일 주가 상승",+,M,,대신증권 리포트 20260428
20260427,기타,SK스퀘어 시가총액 사상 최초 100조원 돌파,+,H,국내 5번째 100조원 기업,대신증권 리포트 20260428
20260427,증권사리포트,"대신증권 SK스퀘어 목표주가 1,000,000원 상향 (매수)",+,H,"기존 760,000원 대비 상향",대신증권 리포트 20260526
20260427,증권사리포트,"대신증권 목표주가 1,000,000원으로 상향 (매수 유지)",+,L,"기존 760,000원",대신증권 리포트 20260618
20260427,밸류업,"NAV 할인율 46% 기록 (24년 65%, 25년 51%에서 축소)",+,H,,대신증권 리포트 20260428
20260428,증권사리포트,"대신증권 목표주가 1,000,000원으로 상향 (매수 유지)",+,H,"기존 760,000원",대신증권 리포트 20260428
20260428,주주환원,2026년 현금배당 2천억원 (비과세) 및 자사주 1.1천억원 계획 발표,+,H,총 3.1천억원 주주환원 계획,대신증권 리포트 20260428
