date,skq_ret,nav_discount_pct,nav_discount_delta,category,event,direction,importance,note,source
20230302,,71.6,,Harvest,Portfolio Update - SK shieldus,+,H,"Direction: 비핵심 자회사 매각을 통한 확정 이익(Profit) 실현 (Harvest)
Importance: 주주환원 재원 확보 및 NAV 할인율 축소 기대",https://www.sksquare.com/kor/ir/presentation.do
20230302,,71.6,,Harvest,"SK쉴더스 지분 매각, NAV에 가치 반영",+,M,"Direction: 비핵심 자회사 매각을 통한 확정 이익(Profit) 실현 (Harvest)
Importance: 주주환원 재원 확보 및 NAV 할인율 축소 기대",SK증권 리포트 20240205
20230302,,71.6,,Harvest,SK쉴더스 지분 성공적 매각,+,M,"Direction: 비핵심 자회사 매각을 통한 확정 이익(Profit) 실현 (Harvest)
Importance: 주주환원 재원 확보 및 NAV 할인율 축소 기대",SK증권 리포트 20230602
20230313,-0.39,71.2,0.3,증권사리포트,대신증권 목표주가 58000원 유지 (매수 유지),?,L,"Direction: 투자의견 및 목표주가 유지
Importance: 투자의견 및 목표주가 유지",대신증권 리포트 20230313
20230324,-0.4,72.5,-0.1,이사회,"SK스퀘어 사외이사, 해외 투자유치 직접 나섰다",?,L,"Direction: 별도 기준 본사의 일반적인 사항
Importance: 주가 방향성에는 영향이 제한적이나 일반적인 시장의 관심은 높은편",SK스퀘어 홈페이지 뉴스룸 20230324
20230330,,,,주주환원,"1,100억원 자사주 매입 공시 (Batch 1)",+,H,"Direction: SK스퀘어에 현금 유입
Importance: NAV 할인율 축소를 위한 대표적 주주환원 수단",공시
20230330,3.29,71.5,-0.5,SK하이닉스,SK하이닉스 배당 축소/유상증자 계획 없음 (전일 주총 발표),+,M,"Direction: 핵심 자회사(SK하이닉스) 가치 변동이 NAV에 직접 반영
Importance: SK스퀘어 NAV의 최대 비중을 차지하는 핵심 자산",대신증권 리포트 20230331
20230331,1.15,71.1,-0.4,자회사,"콘텐츠 웨이브 2022년 영업손실 약 1,200억원 기록",-,L,"Direction: 비핵심자회사의 실적 개선
Importance: 개별 자회사 영향은 제한적이나 누적 시 NAV·투자심리에 긍정적",흥국증권 리포트 20231121
20230331,1.15,71.1,-0.4,주주환원,"1,100억원 규모 자기주식 취득 결정 (23.3.31~23.9.29)",+,H,"Direction: 핵심 주주환원 정책 (자사주 매입·소각)
Importance: NAV 할인율 축소를 위한 대표적 주주환원 수단",현대차증권 리포트 20250711
20230331,1.15,71.1,-0.4,증권사리포트,"대신증권 목표주가 58,000원 유지 (매수 유지)",?,M,"Direction: 투자의견 및 목표주가 유지
Importance: 투자의견 및 목표주가 유지",대신증권 리포트 20230331
20230331,1.15,71.1,-0.4,실적발표,"2022년 연간 실적 발표 (매출 4.5조, 영업이익 163억)",?,M,"Direction: SK하이닉스 지분법이익 반영에 따른 연결실적 변동
Importance: 지주회사 특성상 실적 자체보다 SK하이닉스 실적에 후행하는 결과",대신증권 리포트 20230331
20230331,1.15,71.1,-0.4,Harvest,"SK쉴더스 지분 일부 EQT파트너스에 매각 결정 (현금 8,646억원 유입)",+,H,"Direction: 비핵심 자회사 매각을 통한 확정 이익(Profit) 실현 (Harvest)
Importance: 주주환원 재원 확보 및 NAV 할인율 축소 기대",대신증권 리포트 20230331
20230426,2.15,70.4,-0.2,SK하이닉스,SK하이닉스 1Q23 대규모 영업손실 발표,-,H,"Direction: 핵심 자회사(SK하이닉스) 가치 변동이 NAV에 직접 반영
Importance: SK스퀘어 NAV의 최대 비중을 차지하는 핵심 자산",대신증권 리포트 20230516
20230426,2.15,70.4,-0.2,SK하이닉스,SK하이닉스 1Q23 순이익 -2.6조원 기록,-,H,"Direction: 핵심 자회사(SK하이닉스) 가치 변동이 NAV에 직접 반영
Importance: SK스퀘어 NAV의 최대 비중을 차지하는 핵심 자산",SK증권 리포트 20230602
20230501,,,,자회사,EU 디지털시장법(DMA) 5월 시행 예정 (애플 아이폰 서드파티 앱스토어 허용),+,M,"Direction: 비핵심자회사의 사업 진행 상황
Importance: 일별 주가 방향성에 미치는 영향은 제한적",SK증권 리포트 20230110
20230501,,,,자회사,콘텐츠웨이브 3자배정 유상증자 (NAV 산정 기준),?,L,"Direction: 애널리스트 레포트의 SOTP 근거
Importance: 비핵심 자회사의 자본구조 조정",현대차증권 리포트 20250508
20230512,0.48,69.1,0.1,실적발표,"SK스퀘어 1Q23 연결 매출액 112억, 영업적자 6390억 발표",-,H,"Direction: SK하이닉스 지분법이익 반영에 따른 연결실적 변동
Importance: 지주회사 특성상 실적 자체보다 SK하이닉스 실적에 후행하는 결과",SK증권 리포트 20230602
20230515,0.95,68.6,-0.5,SK하이닉스,SK하이닉스 지분가치 1.7조원 상승으로 주당 NAV +12% 상승,+,H,"Direction: 핵심 자회사(SK하이닉스) 가치 변동이 NAV에 직접 반영
Importance: SK스퀘어 NAV의 최대 비중을 차지하는 핵심 자산",대신증권 리포트 20230516
20230515,0.95,68.6,-0.5,실적발표,SK스퀘어 1Q23 영업수익 및 영업손실 발표 (적자 지속),-,H,"Direction: SK하이닉스 지분법이익 반영에 따른 연결실적 변동
Importance: 지주회사 특성상 실적 자체보다 SK하이닉스 실적에 후행하는 결과",대신증권 리포트 20230516
20230515,0.95,68.6,-0.5,실적발표,Q1 ’23 Portfolio Update,?,L,"Direction: SK하이닉스 지분법이익 반영에 따른 연결실적 변동
Importance: 지주회사 특성상 실적 자체보다 SK하이닉스 실적에 후행하는 결과",https://www.sksquare.com/kor/ir/presentation.do
20230515,0.95,68.6,-0.5,실적발표,"SK스퀘어, 2023년 1분기 실적 발표",?,M,"Direction: SK하이닉스 지분법이익 반영에 따른 연결실적 변동
Importance: 지주회사 특성상 실적 자체보다 SK하이닉스 실적에 후행하는 결과",SK스퀘어 홈페이지 뉴스룸 20230515
20230516,0.35,69.5,0.9,자회사,티맵 및 서울공항리무진 등 모빌리티 사업부문 매출 급증,+,M,"Direction: 비핵심자회사의 실적 개선
Importance: 개별 자회사 영향은 제한적이나 누적 시 NAV·투자심리에 긍정적",대신증권 리포트 20230516
20230516,0.35,69.5,0.9,증권사리포트,대신증권 목표주가 58000원 유지 및 매수 의견 제시,+,M,"Direction: 투자의견 및 목표주가 유지
Importance: 투자의견 및 목표주가 유지",대신증권 리포트 20230516
20230516,0.35,69.5,0.9,실적발표,"1Q23 영업수익 112억(-98.8%), 영업손실 6.4천억(적전)",-,H,"Direction: SK하이닉스 지분법이익 반영에 따른 연결실적 변동
Importance: 지주회사 특성상 실적 자체보다 SK하이닉스 실적에 후행하는 결과",대신증권 리포트 20230516
20230516,0.35,69.5,0.9,ESG,"SK스퀘어, 정보보호 국제표준 인증(ISO27001) 획득",?,L,"Direction: ESG 인증·성과가 주가 방향성에 미치는 영향은 제한적
Importance: 기업 이미지 제고 효과는 있으나 일별 주가 영향은 미미",SK스퀘어 홈페이지 뉴스룸 20230516
20230516,0.35,69.5,0.9,자회사,11번가 매출 성장에도 마케팅비 증가로 영업손실 확대,-,M,"Direction: 비핵심자회사의 실적 개선
Importance: 개별 자회사 영향은 제한적이나 누적 시 NAV·투자심리에 긍정적",대신증권 리포트 20230516
20230519,3.13,69.8,-0.1,자회사,콘텐츠웨이브 유상증자,?,L,"Direction: SK스퀘어에 현금 유입
Importance: 주주환원 재원 및 NAV 할인율 축소 기대 요인",SK증권 리포트 20240329
20230531,-0.22,71.1,-0.3,자회사,콘텐츠웨이브 3자 배정 유상증자 실시,?,L,"Direction: SK스퀘어에 현금 유입
Importance: 주주환원 재원 및 NAV 할인율 축소 기대 요인",현대차증권 리포트 20240820
20230602,-0.77,72,0.2,SK하이닉스,SK하이닉스 23년 대규모 적자 예상으로 SK스퀘어 실적 부진,-,H,"Direction: 핵심 자회사(SK하이닉스) 가치 변동이 NAV에 직접 반영
Importance: SK스퀘어 NAV의 최대 비중을 차지하는 핵심 자산",SK증권 리포트 20230602
20230602,-0.77,72,0.2,증권사리포트,"SK증권 목표주가 62,000원으로 상향 (매수 유지)",+,M,"Direction: 기존 투자의견 유지, 목표주가 상향 조정
Importance: 펀더멘털 개선을 반영한 목표주가 조정",SK증권 리포트 20230630
20230612,-1.72,72.7,0.4,SK하이닉스,SK스퀘어·SK온 등 적자 계열사 위기설 속에서 고성능 DDR5 및 고대역폭메모리(HBM) 수요 증가와 D램 판가 상승에 따른 반도체 업황 극적 반등 가능성 조명,+,M,"Direction: 핵심 자회사(SK하이닉스) 가치 변동이 NAV에 직접 반영
Importance: SK스퀘어 NAV의 최대 비중을 차지하는 핵심 자산",https://v.daum.net/v/20230612060258159
20230613,6.03,71.9,-0.8,ESG,"SK스퀘어, ‘22년 사회적가치 1,498억원 창출",?,L,"Direction: ESG 인증·성과가 주가 방향성에 미치는 영향은 제한적
Importance: 기업 이미지 제고 효과는 있으나 일별 주가 영향은 미미",SK스퀘어 홈페이지 뉴스룸 20230613
20230620,-1.06,72.4,0.6,증권사리포트,"대신증권 SK스퀘어 목표주가 70,000원으로 상향 (매수)",+,M,"Direction: 기존 투자의견 유지, 목표주가 상향 조정
Importance: 펀더멘털 개선을 반영한 목표주가 조정",대신증권 리포트 20230810
20230621,-0.65,72.4,0,증권사리포트,"대신증권, SK스퀘어 목표주가 70,000원으로 상향 (매수 유지)",+,M,"Direction: 기존 투자의견 유지, 목표주가 상향 조정
Importance: 펀더멘털 개선을 반영한 목표주가 조정",대신증권 리포트 20230621
20230621,-0.65,72.4,0,SK하이닉스,SK하이닉스 기업가치 상승으로 SK스퀘어 목표주가 상향,+,M,"Direction: 핵심 자회사(SK하이닉스) 가치 변동이 NAV에 직접 반영
Importance: SK스퀘어 NAV의 최대 비중을 차지하는 핵심 자산",대신증권 리포트 20230621
20230621,-0.65,72.4,0,주주환원,SK쉴더스 지분 매각 종결일 2개월 단축 공시,+,H,"Direction: 핵심 주주환원 정책 (자사주 매입·소각)
Importance: NAV 할인율 축소를 위한 대표적 주주환원 수단",대신증권 리포트 20230621
20230627,0,72.8,0,이사회,"자기주식 5,300주 사외이사 보수로 처분",?,L,"Direction: 이사회와 주주간 Aligned Interest
Importance: SK스퀘어 기업규모 대비 소규모",현대차증권 리포트 20250711
20230630,0,73.5,-0.2,SK하이닉스,SK하이닉스 주가 연초 대비 52% 상승 (SK스퀘어 NAV 할인율 유지),?,M,"Direction: 핵심 자회사(SK하이닉스) 가치 변동이 NAV에 직접 반영
Importance: SK스퀘어 NAV의 최대 비중을 차지하는 핵심 자산",SK증권 리포트 20230630
20230630,0,73.5,-0.2,Harvest,SK쉴더스 유상증자 및 EQT 주식양수도 계약 체결 공시,+,H,"Direction: 비핵심 자회사 매각을 통한 확정 이익(Profit) 실현 (Harvest)
Importance: 주주환원 재원 확보 및 NAV 할인율 축소 기대",SK증권 리포트 20230630
20230630,0,73.5,-0.2,Harvest,SK쉴더스 딜로 2조원 현금 확보 및 NAV 할인율 해소 기대,+,H,"Direction: 비핵심 자회사 매각을 통한 확정 이익(Profit) 실현 (Harvest)
Importance: 주주환원 재원 확보 및 NAV 할인율 축소 기대",SK증권 리포트 20230630
20230630,0,73.5,-0.2,증권사리포트,"SK증권 투자의견 '매수', 목표주가 62,000원 유지",?,M,"Direction: 투자의견 및 목표주가 유지
Importance: 투자의견 및 목표주가 유지",SK증권 리포트 20230630
20230701,,,,신규투자,투자법인 TCG Square 설립 (SK하이닉스 등 1천억원 공동 출자),+,M,"Direction: 핵심사업 (AI/반도체 투자)와 정합성 결여. 현금 유출
Importance: 비핵심자산 지분 취득",대신증권 리포트 20230810
20230704,-0.65,73.2,0.2,신규투자,"SK스퀘어-SK하이닉스, 해외 반도체 소부장 기업 투자 나선다",?,L,"Direction: 핵심사업 (AI/반도체 투자)와 정합성 결여. 현금 유출
Importance: 비핵심자산 지분 취득",SK스퀘어 홈페이지 뉴스룸 20230704
20230720,0.54,72.4,-0.2,Harvest,SK쉴더스 매각 대금 4.1천억원 유입,+,H,"Direction: 비핵심 자회사 매각을 통한 확정 이익(Profit) 실현 (Harvest)
Importance: 주주환원 재원 확보 및 NAV 할인율 축소 기대",대신증권 리포트 20230810
20230720,0.54,72.4,-0.2,Harvest,"SK스퀘어, SK쉴더스 투자 유치 완료",?,L,"Direction: 비핵심 자회사 매각을 통한 확정 이익(Profit) 실현 (Harvest)
Importance: 주주환원 재원 확보 및 NAV 할인율 축소 기대",SK스퀘어 홈페이지 뉴스룸 20230720
20230731,-2.2,74.8,-0.2,Harvest,"SK쉴더스 지분 매각 대금 4,100억원 유입",+,M,"Direction: 비핵심 자회사 매각을 통한 확정 이익(Profit) 실현 (Harvest)
Importance: 주주환원 재원 확보 및 NAV 할인율 축소 기대",흥국증권 리포트 20231121
20230809,1.56,73.4,-0.4,주주환원,"2,000억원 규모 자기주식 취득 결정 (23.8.9~24.3.31)",+,H,"Direction: 핵심 주주환원 정책 (자사주 매입·소각)
Importance: NAV 할인율 축소를 위한 대표적 주주환원 수단",현대차증권 리포트 20250711
20230809,,,,주주환원,"2,000억원 자사주 매입 공시 (Batch 2)",+,H,"Direction: SK스퀘어에 현금 유입
Importance: NAV 할인율 축소를 위한 대표적 주주환원 수단",공시
20230810,1.32,73,-0.4,증권사리포트,"대신증권 목표주가 70,000원으로 유지 (매수 유지)",?,L,"Direction: 투자의견 및 목표주가 유지
Importance: 투자의견 및 목표주가 유지",대신증권 리포트 20240517
20230810,1.32,73,-0.4,실적발표,2023-2024년 영업이익 및 순이익 전망 상향 조정,+,M,"Direction: SK하이닉스 지분법이익 반영에 따른 연결실적 변동
Importance: 지주회사 특성상 실적 자체보다 SK하이닉스 실적에 후행하는 결과",대신증권 리포트 20230810
20230810,1.32,73,-0.4,증권사리포트,대신증권 목표주가 70000원 (매수) 상향,+,M,"Direction: 기존 투자의견 유지, 목표주가 상향 조정
Importance: 펀더멘털 개선을 반영한 목표주가 조정",대신증권 리포트 20241122
20230814,-1.09,72.7,0.2,실적발표,"SK스퀘어, 2023년 2분기 실적 발표",?,M,"Direction: SK하이닉스 지분법이익 반영에 따른 연결실적 변동
Importance: 지주회사 특성상 실적 자체보다 SK하이닉스 실적에 후행하는 결과",SK스퀘어 홈페이지 뉴스룸 20230814
20230814,-1.09,72.7,0.2,실적발표,Q2 ’23 Portfolio Update,?,M,"Direction: SK하이닉스 지분법이익 반영에 따른 연결실적 변동
Importance: 지주회사 특성상 실적 자체보다 SK하이닉스 실적에 후행하는 결과",SK스퀘어 홈페이지 IR자료실 20230814
20230828,1.27,73.8,-0.4,ESG,"SK스퀘어, 글로벌 ESG 경영 기업으로 자리매김",?,L,"Direction: ESG 인증·성과가 주가 방향성에 미치는 영향은 제한적
Importance: 기업 이미지 제고 효과는 있으나 일별 주가 영향은 미미",SK스퀘어 홈페이지 뉴스룸 20230828
20230901,-1.22,74.2,0,Harvest,SK쉴더스 지분 일부 매각 완료 (NAV 반영),+,L,"Direction: 비핵심 자회사 매각을 통한 확정 이익(Profit) 실현 (Harvest)
Importance: 주주환원 재원 확보 및 NAV 할인율 축소 기대",대신증권 리포트 20260225
20230901,-1.22,74.2,0,Harvest,SK쉴더스 지분 일부 매각,+,M,"Direction: 비핵심 자회사 매각을 통한 확정 이익(Profit) 실현 (Harvest)
Importance: 주주환원 재원 확보 및 NAV 할인율 축소 기대",대신증권 리포트 20250203
20230905,-0.57,74.4,0.1,자회사,5년 만에 기업가치 반토막 난 11번가…SK스퀘어의 콜옵션 행사 딜레마,-,M,"Direction: 비핵심자회사의 사업 진행 상황
Importance: 일별 주가 방향성에 미치는 영향은 제한적",https://www.investchosun.com/site/data/html_dir/2023/09/05/2023090580167.html
20230911,-3.83,76.1,1.3,자회사,티맵모빌리티 유상증자 가치 반영 (NAV 산정 기준),?,L,"Direction: 애널리스트 레포트의 SOTP 근거
Importance: 비핵심 자회사의 자본구조 조정",SK증권 리포트 20250410
20230911,-3.83,76.1,1.3,자회사,티맵모빌리티 유상증자,?,L,"Direction: SK스퀘어에 현금 유입
Importance: 주주환원 재원 및 NAV 할인율 축소 기대 요인",SK증권 리포트 20240329
20230911,-3.83,76.1,1.3,자회사,자회사 티맵모빌리티 유상증자 완료 (가치 반영),+,L,"Direction: 애널리스트 레포트의 SOTP 근거
Importance: 비핵심 자회사의 자본구조 조정",SK증권 리포트 20250725
20230919,2.51,75.1,-0.6,Harvest,"SK쉴더스 지분 매각 (4146억원 딜 종료시 유입, 4500억원 2년내 유입)",+,H,"Direction: 비핵심 자회사 매각을 통한 확정 이익(Profit) 실현 (Harvest)
Importance: 주주환원 재원 확보 및 NAV 할인율 축소 기대",대신증권 리포트 20230313
20230930,,,,자회사,"티맵 순이용자 1,564만명 기록 (증가세)",+,L,"Direction: 비핵심자산의 비재무지표
Importance: 비핵심자산의 일반적 사항",대신증권 리포트 20231116
20230930,,,,Harvest,SK쉴더스 지분 일부 매각 완료,+,M,"Direction: 비핵심 자회사 매각을 통한 확정 이익(Profit) 실현 (Harvest)
Importance: 주주환원 재원 확보 및 NAV 할인율 축소 기대",대신증권 리포트 20251015
20230930,,,,실적발표,"3Q23 별도기준 순차입금 5,661억원 발표",-,L,"Direction: SK하이닉스 지분법이익 반영에 따른 연결실적 변동
Importance: 지주회사 특성상 실적 자체보다 SK하이닉스 실적에 후행하는 결과",SK증권 리포트 20240205
20231001,,,,SK하이닉스,SK하이닉스 시가총액 10월 초부터 반등하며 주가 상승,+,M,"Direction: 핵심 자회사(SK하이닉스) 가치 변동이 NAV에 직접 반영
Importance: SK스퀘어 NAV의 최대 비중을 차지하는 핵심 자산",흥국증권 리포트 20231121
20231001,,,,자회사,크래프톤으로부터 200억원 규모 투자 유치 완료,+,M,"Direction: SK스퀘어에 현금 유입
Importance: 주주환원 재원 및 NAV 할인율 축소 기대 요인",대신증권 리포트 20240814
20231004,,,,주주환원,"1,063억원 규모 자사주 소각 완료 (Batch 1)",+,M,"Direction: 기보유 자사주를 활용한 자본효율성 개선
Importance: NAV 할인율 축소 실현",공시
20231004,,75.3,,증권사리포트,"BNK투자증권 투자의견 '보유', 목표주가 49,000원 제시",?,M,"Direction: 투자의견 매수, 목표주가 신규 제시
Importance: Initiation Report",BNK투자증권 리포트 20240625
20231006,-0.12,75.3,0,증권사리포트,"BNK투자증권 목표주가 49,000원으로 제시 (보유 유지)",?,M,"Direction: 투자의견 및 목표주가 유지
Importance: 투자의견 및 목표주가 유지",BNK투자증권 리포트 20240625
20231017,0.9,75.6,0.7,자회사,자회사 원스토어 유상증자 완료 (가치 반영),+,L,"Direction: 애널리스트 레포트의 SOTP 근거
Importance: 비핵심 자회사의 자본구조 조정",SK증권 리포트 20250725
20231017,0.9,75.6,0.7,자회사,원스토어 유상증자,?,L,"Direction: SK스퀘어에 현금 유입
Importance: 주주환원 재원 및 NAV 할인율 축소 기대 요인",SK증권 리포트 20240329
20231017,0.9,75.6,0.7,자회사,원스토어 유상증자 가치 반영 (NAV 산정 기준),?,L,"Direction: 애널리스트 레포트의 SOTP 근거
Importance: 비핵심 자회사의 자본구조 조정",SK증권 리포트 20250410
20231026,-1.83,75.1,-0.7,SK하이닉스,SK하이닉스 3Q23 실적발표 (순이익 적자폭 축소),+,H,"Direction: 핵심 자회사(SK하이닉스) 가치 변동이 NAV에 직접 반영
Importance: SK스퀘어 NAV의 최대 비중을 차지하는 핵심 자산",SK증권 리포트 20231116
20231026,-1.83,75.1,-0.7,SK하이닉스,SK하이닉스 2023년 3분기 영업이익 흑자전환 발표,+,H,"Direction: 핵심 자회사(SK하이닉스) 가치 변동이 NAV에 직접 반영
Importance: SK스퀘어 NAV의 최대 비중을 차지하는 핵심 자산",흥국증권 리포트 20231121
20231031,-1.5,74.7,-0.1,신규투자,크래프톤으로부터 원스토어에 200억원 유치,+,L,"Direction: 핵심사업 (AI/반도체 투자)와 정합성 결여. 현금 유출
Importance: 비핵심자산 지분 취득",대신증권 리포트 20240517
20231031,-1.5,74.7,-0.1,자회사,원스토어 2023년 3분기 누적 순이익 흑자전환 발표,+,M,"Direction: 비핵심자회사의 실적 개선
Importance: 개별 자회사 영향은 제한적이나 누적 시 NAV·투자심리에 긍정적",흥국증권 리포트 20231121
20231031,-1.5,74.7,-0.1,자회사,"원스토어, 크래프톤으로부터 200억원 신규 투자 유치",+,M,"Direction: SK스퀘어에 현금 유입
Importance: 주주환원 재원 및 NAV 할인율 축소 기대 요인",대신증권 리포트 20231116
20231031,-1.5,74.7,-0.1,자회사,티맵모빌리티 2023년 3분기 누적 순손실 628억원 기록 (축소),?,L,"Direction: 비핵심자회사의 실적 개선
Importance: 개별 자회사 영향은 제한적이나 누적 시 NAV·투자심리에 긍정적",흥국증권 리포트 20231121
20231103,0.67,74.7,-0.1,증권사리포트,"BNK투자증권 목표주가 49,000원으로 유지 (보유 유지)",?,L,"Direction: 투자의견 및 목표주가 유지
Importance: 투자의견 및 목표주가 유지",BNK투자증권 리포트 20240625
20231103,0.67,74.7,-0.1,증권사리포트,"BNK투자증권 투자의견 '보유', 목표주가 49,000원 유지",?,L,"Direction: 투자의견 및 목표주가 유지
Importance: 투자의견 및 목표주가 유지",BNK투자증권 리포트 20240625
20231114,-0.31,73.7,-0.2,실적발표,Q3 ’23 Portfolio Update,?,M,"Direction: SK하이닉스 지분법이익 반영에 따른 연결실적 변동
Importance: 지주회사 특성상 실적 자체보다 SK하이닉스 실적에 후행하는 결과",SK스퀘어 홈페이지 IR자료실 20231114
20231115,0.72,74.2,0.5,SK하이닉스,SK하이닉스 지분가치 상승으로 NAV 2Q23 대비 +16% 증가,+,H,"Direction: 핵심 자회사(SK하이닉스) 가치 변동이 NAV에 직접 반영
Importance: SK스퀘어 NAV의 최대 비중을 차지하는 핵심 자산",대신증권 리포트 20231116
20231115,0.72,74.2,0.5,실적발표,"SK스퀘어, 2023년 3분기 실적 발표",?,M,"Direction: SK하이닉스 지분법이익 반영에 따른 연결실적 변동
Importance: 지주회사 특성상 실적 자체보다 SK하이닉스 실적에 후행하는 결과",SK스퀘어 홈페이지 뉴스룸 20231115
20231116,1.44,73.5,-0.7,자회사,티맵 매출/MAU 고성장 지속 (모빌리티 부문 성장),+,L,"Direction: 비핵심자산의 비재무지표
Importance: 비핵심자산의 일반적 사항",대신증권 리포트 20231116
20231116,1.44,73.5,-0.7,증권사리포트,"SK증권 목표주가 62,000원 유지 (매수 유지)",+,M,"Direction: 투자의견 및 목표주가 유지
Importance: 투자의견 및 목표주가 유지",SK증권 리포트 20231116
20231116,1.44,73.5,-0.7,SK하이닉스,SK하이닉스 손실 영향으로 지주사 적자 지속 (개선 중),-,M,"Direction: 핵심 자회사(SK하이닉스) 가치 변동이 NAV에 직접 반영
Importance: SK스퀘어 NAV의 최대 비중을 차지하는 핵심 자산",대신증권 리포트 20231116
20231116,1.44,73.5,-0.7,자회사,"11번가 3Q23 매출 감소, 누적 OPM 개선으로 적자폭 축소",?,L,"Direction: 비핵심자회사의 실적 개선
Importance: 개별 자회사 영향은 제한적이나 누적 시 NAV·투자심리에 긍정적",대신증권 리포트 20231116
20231116,1.44,73.5,-0.7,실적발표,"3Q23 영업수익 405억원, OP -5.6천억원 적자 지속 발표",-,H,"Direction: SK하이닉스 지분법이익 반영에 따른 연결실적 변동
Importance: 지주회사 특성상 실적 자체보다 SK하이닉스 실적에 후행하는 결과",대신증권 리포트 20231116
20231116,1.44,73.5,-0.7,Harvest,SK쉴더스 지분매각 이익으로 3Q23 순이익 4.5천억원 달성,+,M,"Direction: 비핵심 자회사 매각을 통한 확정 이익(Profit) 실현 (Harvest)
Importance: 주주환원 재원 확보 및 NAV 할인율 축소 기대",대신증권 리포트 20231116
20231116,1.44,73.5,-0.7,자회사,"원스토어 매출 부진, 시장 축소에도 순이익 흑자 전환",?,L,"Direction: 비핵심자회사의 실적 개선
Importance: 개별 자회사 영향은 제한적이나 누적 시 NAV·투자심리에 긍정적",대신증권 리포트 20231116
20231116,1.44,73.5,-0.7,증권사리포트,"대신증권 목표주가 70,000원, 투자의견 매수 유지",+,M,"Direction: 투자의견 및 목표주가 유지
Importance: 투자의견 및 목표주가 유지",대신증권 리포트 20231116
20231117,-1.52,73.5,0,자회사,"11번가, 큐텐과의 매각 협상 결렬 소식 발표",-,M,"Direction: SK스퀘어에 현금 유입
Importance: 주주환원 재원 및 NAV 할인율 축소 기대 요인",흥국증권 리포트 20231121
20231120,-3.09,74.6,1.1,NAV 할인율,SK스퀘어 NAV 대비 할인율 72.4% 기록 (11번가 이슈 반영),+,M,"Direction: 별도 기준 본사의 일반적 사항
Importance: SK스퀘어 주가의 저평가 현황을 조명",SK증권 리포트 20231121
20231120,-3.09,74.6,1.1,자회사,11번가 지분 매각 불발 뉴스 보도로 SK스퀘어 주가 3.1% 하락,-,H,"Direction: SK스퀘어에 현금 유입
Importance: 주주환원 재원 및 NAV 할인율 축소 기대 요인",SK증권 리포트 20231121
20231120,-3.09,74.6,1.1,SK하이닉스,SK하이닉스 52주 신고가 경신,+,M,"Direction: 핵심 자회사(SK하이닉스) 가치 변동이 NAV에 직접 반영
Importance: SK스퀘어 NAV의 최대 비중을 차지하는 핵심 자산",SK증권 리포트 20231121
20231121,4.67,73.5,-1.1,증권사리포트,"흥국증권, SK스퀘어 투자의견 'BUY', 목표주가 65,000원 신규 제시",+,H,"Direction: 투자의견 매수, 목표주가 신규 제시
Importance: Initiation Report",흥국증권 리포트 20231121
20231121,4.67,73.5,-1.1,증권사리포트,"흥국증권 SK스퀘어 목표주가 65,000원 (매수) 설정",+,M,"Direction: 투자의견 매수, 목표주가 신규 제시
Importance: Initiation Report",흥국증권 리포트 20250227
20231121,4.67,73.5,-1.1,증권사리포트,"흥국증권 목표주가 65,000원으로 상향 (매수 유지)",+,M,"Direction: 기존 투자의견 유지, 목표주가 상향 조정
Importance: 펀더멘털 개선을 반영한 목표주가 조정",흥국증권 리포트 20241118
20231127,2.29,73.4,-0.1,증권사리포트,"유안타증권 목표주가 79,000원으로 제시 (BUY 유지)",+,M,"Direction: 투자의견 및 목표주가 유지
Importance: 투자의견 및 목표주가 유지",유안타증권 리포트 20240527
20231220,2.51,73.8,-0.3,증권사리포트,대신증권 목표주가 70000원으로 상향 (매수 유지),+,M,"Direction: 기존 투자의견 유지, 목표주가 상향 조정
Importance: 펀더멘털 개선을 반영한 목표주가 조정",대신증권 리포트 20241204
20231231,,,,SK하이닉스,SK하이닉스 4Q23 영업이익 3.5천억원 흑자전환,+,H,"Direction: 핵심 자회사(SK하이닉스) 가치 변동이 NAV에 직접 반영
Importance: SK스퀘어 NAV의 최대 비중을 차지하는 핵심 자산",대신증권 리포트 20240226
20231231,,,,자회사,4Q23 커머스 수익성 개선 및 23.12월 EBITDA 흑전 달성,+,L,"Direction: 비핵심자회사의 실적 개선
Importance: 개별 자회사 영향은 제한적이나 누적 시 NAV·투자심리에 긍정적",대신증권 리포트 20240226
20231231,,,,SK하이닉스,SK하이닉스 당기순손실로 SK스퀘어 지분법손실 발생,-,H,"Direction: 핵심 자회사(SK하이닉스) 가치 변동이 NAV에 직접 반영
Importance: SK스퀘어 NAV의 최대 비중을 차지하는 핵심 자산",대신증권 리포트 20240226
20231231,,,,NAV 할인율,4Q23 주당 NAV 17% 상승 및 NAV 할인율 74%에서 70%로 축소,+,H,"Direction: 별도 기준 본사의 일반적 사항
Importance: SK스퀘어 주가의 저평가 현황을 조명",대신증권 리포트 20240226
20231231,,,,자회사,4Q23 플랫폼 영업이익 81억원 흑자전환,+,M,"Direction: 비핵심자회사의 실적 개선
Importance: 개별 자회사 영향은 제한적이나 누적 시 NAV·투자심리에 긍정적",대신증권 리포트 20240226
20231231,,,,실적발표,"4Q23 영업수익 6.3천억원, 영업손실 4.1천억원 (적자 지속)",-,M,"Direction: SK하이닉스 지분법이익 반영에 따른 연결실적 변동
Importance: 지주회사 특성상 실적 자체보다 SK하이닉스 실적에 후행하는 결과",대신증권 리포트 20240226
